mlb;title;seller;ad_type;price_previous;price_current;discount;installments;date;post link;image link
MLB-4587570834;Vga galax gf rtx3050 6gb ex gddr6 96bits;N/A;Premium;R$ 1.364,00;R$ 1.364,00;0%;em 10x R$136,40 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-4587570834-vga-galax-gf-rtx3050-6gb-ex-gddr6-96bits-_JM#polycard_client=search-nordic&position=17&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_743056-MLB75505501002_042024-E.webp
MLB-3879677963;Placa de vídeo msi geforce rtx 3050 ventus 2x 6g oc 6gb;N/A;Premium;R$ 1.869,00;R$ 1.869,00;0%;em 10x R$186,98 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3879677963-placa-de-video-msi-geforce-rtx-3050-ventus-2x-6g-oc-6gb-_JM#polycard_client=search-nordic&position=18&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_687880-MLB80022225681_102024-E.webp
MLB-4935606470;Placa de vídeo galax nvidia geforce rtx 3050 ex 6gb gddr6;Alligator shop;Classic;R$ 1.561,00;R$ 1.264,00;18% OFF;em 12x R$122,38;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-4935606470-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-6gb-gddr6-_JM#polycard_client=search-nordic&position=19&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_746667-MLB77922750271_072024-E.webp
MLB-3879640975;Placa de vídeo msi geforce rtx 3050 ventus 2x 6g oc 6gb;N/A;Classic;R$ 1.731,00;R$ 1.731,00;0%;em 12x R$166,40;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3879640975-placa-de-video-msi-geforce-rtx-3050-ventus-2x-6g-oc-6gb-_JM#polycard_client=search-nordic&position=20&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_778227-MLB80022225209_102024-E.webp
MLB-3650599369;Geforce rtx 3050 6gb gddr6 96 bits - galax ex series;N/A;Premium;R$ 1.989,00;R$ 1.989,00;0%;em 10x R$199 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3650599369-geforce-rtx-3050-6gb-gddr6-96-bits-galax-ex-series-_JM#polycard_client=search-nordic&position=21&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_746218-MLB75507132098_042024-E.webp
MLB-3897605919;Placa de vídeo galax nvidia geforce rtx 3050 ex oc 6gb gddr6;N/A;Premium;R$ 1.680,00;R$ 1.680,00;0%;em 10x R$168 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3897605919-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=22&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_603263-MLU78533528616_082024-E.webp
MLB-5194746180;Geforce rtx 3050 6gb gddr6 96 bits - galax ex series;Infoclub;Premium;R$ 2.188,00;R$ 2.188,00;0%;em 10x R$218,90 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-5194746180-geforce-rtx-3050-6gb-gddr6-96-bits-galax-ex-series-_JM#polycard_client=search-nordic&position=23&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_746218-MLB75507132098_042024-E.webp
MLB-2787216883;Pc gamer i5 / 16gb / ssd 480 / placa de vídeo rtx 3050 8gb;N/A;Premium;R$ 3.199,00;R$ 2.879,00;10% OFF;em 10x R$287,91 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-2787216883-pc-gamer-i5-16gb-ssd-480-placa-de-video-rtx-3050-8gb-_JM#polycard_client=search-nordic&position=24&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_881495-MLB51439464206_092022-E.webp
MLB-3763186910;Placa de vídeo galax nvidia rtx 3050 8gb gddr6 128bit;Olist;Classic;R$ 4.189,00;R$ 4.189,00;0%;em 12x R$402,65;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3763186910-placa-de-video-galax-nvidia-rtx-3050-8gb-gddr6-128bit-_JM#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_632631-MLB70252853807_072023-E.webp
MLB-4626013354;Placa de video rtx 3050 ex 6gb 96bits gddr6 - 35nrldmd9oex;N/A;Premium;R$ 1.964,00;R$ 1.964,00;0%;em 10x R$196,50 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-4626013354-placa-de-video-rtx-3050-ex-6gb-96bits-gddr6-35nrldmd9oex-_JM#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_704143-MLB75785944860_042024-E.webp
MLB-3686094849;Placa de vídeo asus nvidia geforce rtx3050 oc 6gb gddr6;Login;Classic;R$ 1.499,00;R$ 1.499,00;0%;em 12x R$145,02;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3686094849-placa-de-video-asus-nvidia-geforce-rtx3050-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_780369-MLB76104943562_052024-E.webp
MLB-3823486737;Placa de vídeo rtx3050 6gb gddr6 lp 96bits msi;N/A;Premium;R$ 1.716,00;R$ 1.716,00;0%;em 10x R$171,61 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3823486737-placa-de-video-rtx3050-6gb-gddr6-lp-96bits-msi-_JM#polycard_client=search-nordic&position=28&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_703977-MLB78326144166_082024-E.webp
MLB-5148703320;Placa de vídeo zotac nvidia geforce rtx 3050, 6gb, gddr6;N/A;Premium;R$ 1.554,00;R$ 1.259,00;18% OFF;em 10x R$125,95 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-5148703320-placa-de-video-zotac-nvidia-geforce-rtx-3050-6gb-gddr6-_JM#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_867362-MLB80072437662_102024-E.webp
MLB-5066399674;Placa de vídeo asus dual nvidia geforce rtx 3050 oc 6gb gddr;Nvidia;Classic;R$ 2.099,00;R$ 1.259,00;40% OFF;em 12x R$121,89;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-5066399674-placa-de-video-asus-dual-nvidia-geforce-rtx-3050-oc-6gb-gddr-_JM#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_782602-MLB79858755155_102024-E.webp
MLB19634456;Placa de vídeo nvidia galax  geforce rtx 30 series rtx 3050 35nsl8md6yex 8gb;N/A;Classic;R$ 2.199,00;R$ 2.199,00;0%;em 12x R$211,36;29/11/2024 09:51;https://www.mercadolivre.com.br/placa-de-video-nvidia-galax-geforce-rtx-30-series-rtx-3050-35nsl8md6yex-8gb/p/MLB19634456#polycard_client=search-nordic&wid=MLB4461702816&sid=search&searchVariation=MLB19634456&position=10&search_layout=grid&type=product&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_628826-MLU72751502524_112023-E.webp
MLB-5011547900;Placa de vídeo rtx3050 6gb gddr6 96bits ventus 2x oc msi;N/A;Classic;R$ 1.596,00;R$ 1.596,00;0%;em 12x R$153,46;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-5011547900-placa-de-video-rtx3050-6gb-gddr6-96bits-ventus-2x-oc-msi-_JM#polycard_client=search-nordic&position=31&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_694130-MLB78559363101_082024-E.webp
MLB37827450;Placa de video msi geforce rtx 3050 gaming x 6gb gddr6 92bit;Msi;Classic;R$ 1.335,00;R$ 1.335,00;0%;em 12x R$129,15;29/11/2024 09:51;https://www.mercadolivre.com.br/placa-de-video-msi-geforce-rtx-3050-gaming-x-6gb-gddr6-92bit/p/MLB37827450#polycard_client=search-nordic&wid=MLB5009794926&sid=search&searchVariation=MLB37827450&position=12&search_layout=grid&type=product&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_842879-MLU77148112435_062024-E.webp
MLB24169593;Placa de vídeo pny geforce rtx 3050 verto dual fan de 8 gb;N/A;Premium;R$ 1.989,00;R$ 1.790,00;10% OFF;em 10x R$179,01 sem juros;29/11/2024 09:51;https://www.mercadolivre.com.br/placa-de-video-pny-geforce-rtx-3050-verto-dual-fan-de-8-gb/p/MLB24169593#polycard_client=search-nordic&wid=MLB3705348735&sid=search&searchVariation=MLB24169593&position=14&search_layout=grid&type=product&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_807463-MLU70164156646_062023-E.webp
MLB20950648;Placa de vídeo nvidia inno3d  twin x2 geforce rtx 30 series rtx 3050 n30502-08d6x-11902130 8gb;N/A;Premium;R$ 1.820,00;R$ 1.820,00;0%;em 10x R$182 sem juros;29/11/2024 09:51;https://www.mercadolivre.com.br/placa-de-video-nvidia-inno3d-twin-x2-geforce-rtx-30-series-rtx-3050-n30502-08d6x-11902130-8gb/p/MLB20950648#polycard_client=search-nordic&wid=MLB4148110800&sid=search&searchVariation=MLB20950648&position=15&search_layout=grid&type=product&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_695024-MLA53124982228_012023-E.webp
MLB-4660409112;Placa de vídeo galax geforce rtx 3050 (1-click oc) 6gb gddr6;N/A;Classic;R$ 1.847,00;R$ 1.847,00;0%;em 12x R$177,61;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-4660409112-placa-de-video-galax-geforce-rtx-3050-1-click-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=32&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_866234-MLB76046106576_052024-E.webp
MLB-5011416814;Placa de vídeo rtx3050 6gb gddr6 96bits ventus 2x oc msi;N/A;Classic;R$ 1.590,00;R$ 1.590,00;0%;em 12x R$152,83;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-5011416814-placa-de-video-rtx3050-6gb-gddr6-96bits-ventus-2x-oc-msi-_JM#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_842075-MLB78326471440_082024-E.webp
MLB-4699670140;Placa de video galax geforce rtx 3050 ex, 6gb, gddr6, 96-bit;N/A;Classic;R$ 2.599,00;R$ 1.399,00;46% OFF;em 12x R$135,43;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-4699670140-placa-de-video-galax-geforce-rtx-3050-ex-6gb-gddr6-96-bit-_JM#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_789326-MLB78192010539_082024-E.webp
MLB-4935682460;Placa de vídeo galax nvidia geforce rtx 3050 ex 6gb gddr6;Alligator shop;Classic;R$ 1.549,00;R$ 1.254,00;19% OFF;em 12x R$121,41;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-4935682460-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-6gb-gddr6-_JM#polycard_client=search-nordic&position=35&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_806602-MLB77922742049_072024-E.webp
MLB-5014176280;Placa de vídeo rtx3050 6gb gddr6 96bits ventus 2x oc msi;N/A;Premium;R$ 1.699,00;R$ 1.699,00;0%;em 10x R$169,90 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-5014176280-placa-de-video-rtx3050-6gb-gddr6-96bits-ventus-2x-oc-msi-_JM#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_842075-MLB78326471440_082024-E.webp
MLB-5011489312;Placa de vídeo rtx3050 6gb gddr6 96bits ventus 2x oc msi;N/A;Premium;R$ 1.706,00;R$ 1.706,00;0%;em 10x R$170,65 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-5011489312-placa-de-video-rtx3050-6gb-gddr6-96bits-ventus-2x-oc-msi-_JM#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_694130-MLB78559363101_082024-E.webp
MLB-4652788566;Cooler p\ placa de vídeo asus phoenix geforce rtx 3050 3060;N/A;Premium;R$ 199,00;R$ 199,00;0%;em 6x R$33,17 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-4652788566-cooler-p-placa-de-video-asus-phoenix-geforce-rtx-3050-3060-_JM#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_945980-MLB76163480871_052024-E.webp
MLB-4652826940;Fan cooler para placa de vídeo asus phoenix geforce rtx 3050;N/A;Premium;R$ 199,00;R$ 199,90;0%;em 6x R$33,32 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-4652826940-fan-cooler-para-placa-de-video-asus-phoenix-geforce-rtx-3050-_JM#polycard_client=search-nordic&position=39&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_824455-MLB76163451873_052024-E.webp
MLB-3698399335;Placa de video galax geforce rtx 3050 ex, 6gb, gddr6, 96-bit;N/A;Premium;R$ 2.599,00;R$ 2.599,00;0%;em 10x R$259,99 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3698399335-placa-de-video-galax-geforce-rtx-3050-ex-6gb-gddr6-96-bit-_JM#polycard_client=search-nordic&position=40&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_687467-MLB80024569284_102024-E.webp
MLB-3725858759;Placa de vídeo rtx 3050 6gb ex gddr6 96bits galax;N/A;Premium;R$ 1.686,00;R$ 1.686,00;0%;em 10x R$168,66 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3725858759-placa-de-video-rtx-3050-6gb-ex-gddr6-96bits-galax-_JM#polycard_client=search-nordic&position=41&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_777349-MLB76841830665_062024-E.webp
MLB-5011403854;Placa de vídeo rtx3050 6gb gddr6 lp 96bits msi;N/A;Classic;R$ 1.605,00;R$ 1.605,00;0%;em 12x R$154,36;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-5011403854-placa-de-video-rtx3050-6gb-gddr6-lp-96bits-msi-_JM#polycard_client=search-nordic&position=42&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_703977-MLB78326144166_082024-E.webp
MLB-2903239160;Pc gamer intel i5 nova geração placa vídeo geforce rtx 3050;Nolag;Premium;R$ 5.311,00;R$ 4.780,00;10% OFF;em 10x R$478 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-2903239160-pc-gamer-intel-i5-nova-geraco-placa-video-geforce-rtx-3050-_JM#polycard_client=search-nordic&position=43&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_600756-MLB71002982236_082023-E.webp
MLB19553303;Placa de vídeo nvidia msi ventus geforce rtx 30 series rtx 3050 2x 8g oc edition 8gb;N/A;Premium;R$ 1.914,00;R$ 1.914,00;0%;em 10x R$191,40 sem juros;29/11/2024 09:51;https://www.mercadolivre.com.br/placa-de-video-nvidia-msi-ventus-geforce-rtx-30-series-rtx-3050-2x-8g-oc-edition-8gb/p/MLB19553303#polycard_client=search-nordic&wid=MLB3396387885&sid=search&searchVariation=MLB19553303&position=3&search_layout=grid&type=product&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_843132-MLU74536791003_022024-E.webp
MLB-5163098470;Placa de vídeo galax nvidia geforce rtx 3050 ex oc 6gb gddr6;N/A;Premium;R$ 1.599,00;R$ 1.599,00;0%;em 10x R$159,99 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-5163098470-placa-de-video-galax-nvidia-geforce-rtx-3050-ex-oc-6gb-gddr6-_JM#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_603263-MLU78533528616_082024-E.webp
MLB-3141543307;Vga placa de video galax geforce rtx3050 1click 8gb ddr6 n/f;N/A;Premium;R$ 1.988,00;R$ 1.988,00;0%;em 10x R$198,81 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3141543307-vga-placa-de-video-galax-geforce-rtx3050-1click-8gb-ddr6-nf-_JM#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_826316-MLB53385338624_012023-E.webp
MLB-3815985915;Placa gráfica msi gaming rtx 3050 gaming x 6g 6gb gddr6;N/A;Premium;R$ 1.651,00;R$ 1.370,00;16% OFF;em 10x R$137,09 sem juros;29/11/2024 09:51;https://produto.mercadolivre.com.br/MLB-3815985915-placa-grafica-msi-gaming-rtx-3050-gaming-x-6g-6gb-gddr6-_JM#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=8b09a517-6bc7-4f87-858f-f12f8e011356;https://http2.mlstatic.com/D_Q_NP_2X_881820-CBT78412330981_082024-E.webp
